q	s	ani	frag	total	cq	cs
spire_mag_00874439	spire_mag_00492514	77.4761	337	993	FSM	RGM
spire_mag_00874439	spire_mag_02001409	77.4452	344	993	FSM	SGM
spire_mag_02519404	spire_mag_01586430	80.599	925	1798	RGM	RGM
spire_mag_02519404	spire_mag_01586673	80.539	914	1798	RGM	RGM
spire_mag_02519404	spire_mag_00825292	80.2579	812	1798	RGM	RGM
spire_mag_02519404	spire_mag_01112767	80.2355	555	1798	RGM	FSM
spire_mag_02519404	spire_mag_02520786	80.2333	775	1798	RGM	RGM
spire_mag_02519404	spire_mag_01882647	79.843	579	1798	RGM	FSM
spire_mag_02519404	spire_mag_01753708	79.6366	571	1798	RGM	FSM
spire_mag_02519404	spire_mag_02100063	79.5979	582	1798	RGM	FSM
spire_mag_02519404	spire_mag_02087828	79.5667	603	1798	RGM	FSM
spire_mag_02519404	spire_mag_02088330	79.53	614	1798	RGM	FSM
spire_mag_02519404	spire_mag_02088287	79.4589	616	1798	RGM	FSM
spire_mag_02519404	spire_mag_02296681	79.4438	783	1798	RGM	RGM
spire_mag_02519404	spire_mag_02307626	79.4397	795	1798	RGM	RGM
spire_mag_02519404	spire_mag_02298516	79.4345	784	1798	RGM	RGM
spire_mag_02519404	spire_mag_02294715	79.4174	791	1798	RGM	RGM
spire_mag_02519404	spire_mag_02299450	79.3229	755	1798	RGM	RGM
spire_mag_02519404	spire_mag_02598702	79.0277	629	1798	RGM	SGM
spire_mag_02519404	spire_mag_00874439	78.9239	493	1798	RGM	FSM
spire_mag_02519404	spire_mag_00873124	78.8612	498	1798	RGM	FSM
spire_mag_02519404	spire_mag_01733412	78.7877	694	1798	RGM	SGM
spire_mag_02519404	spire_mag_01822855	78.7803	513	1798	RGM	FSM
spire_mag_02519404	spire_mag_01823769	78.6377	648	1798	RGM	SGM
spire_mag_02519404	spire_mag_01679848	78.5382	527	1798	RGM	SGM
spire_mag_02519404	spire_mag_02001409	78.5027	573	1798	RGM	SGM
spire_mag_02519404	spire_mag_02088418	78.4945	518	1798	RGM	FSM
spire_mag_02519404	spire_mag_02088284	78.4821	504	1798	RGM	FSM
spire_mag_02519404	spire_mag_00493620	78.4658	717	1798	RGM	RGM
spire_mag_02519404	spire_mag_00492514	78.3724	730	1798	RGM	RGM
spire_mag_02519404	spire_mag_01678249	78.3535	546	1798	RGM	SGM
spire_mag_02519404	spire_mag_01680964	78.3317	540	1798	RGM	SGM
spire_mag_02519404	spire_mag_00709062	78.2351	401	1798	RGM	SGM
spire_mag_02520786	spire_mag_00825292	94.7539	1370	1629	RGM	RGM
spire_mag_02520786	spire_mag_01586673	81.0864	885	1629	RGM	RGM
spire_mag_02520786	spire_mag_01586430	81.0155	904	1629	RGM	RGM
spire_mag_02520786	spire_mag_02519404	80.1876	769	1629	RGM	RGM
spire_mag_02520786	spire_mag_02298516	79.9759	796	1629	RGM	RGM
spire_mag_02520786	spire_mag_02307626	79.9673	794	1629	RGM	RGM
spire_mag_02520786	spire_mag_02294715	79.9607	798	1629	RGM	RGM
spire_mag_02520786	spire_mag_02296681	79.949	793	1629	RGM	RGM
spire_mag_02520786	spire_mag_02299450	79.9215	776	1629	RGM	RGM
spire_mag_02520786	spire_mag_01112767	79.8796	502	1629	RGM	FSM
spire_mag_02520786	spire_mag_01882647	79.6408	521	1629	RGM	FSM
spire_mag_02520786	spire_mag_02087828	79.5206	579	1629	RGM	FSM
spire_mag_02520786	spire_mag_02088287	79.5204	566	1629	RGM	FSM
spire_mag_02520786	spire_mag_02088330	79.4632	565	1629	RGM	FSM
spire_mag_02520786	spire_mag_02100063	79.3755	528	1629	RGM	FSM
spire_mag_02520786	spire_mag_01753708	79.3148	523	1629	RGM	FSM
spire_mag_02520786	spire_mag_01733412	79.2879	671	1629	RGM	SGM
spire_mag_02520786	spire_mag_02598702	78.973	572	1629	RGM	SGM
spire_mag_02520786	spire_mag_01823769	78.9684	649	1629	RGM	SGM
spire_mag_02520786	spire_mag_00874439	78.7194	428	1629	RGM	FSM
spire_mag_02520786	spire_mag_00709062	78.7112	418	1629	RGM	SGM
spire_mag_02520786	spire_mag_00493620	78.7006	639	1629	RGM	RGM
spire_mag_02520786	spire_mag_02001409	78.6854	574	1629	RGM	SGM
spire_mag_02520786	spire_mag_01822855	78.653	426	1629	RGM	FSM
spire_mag_02520786	spire_mag_00492514	78.6305	650	1629	RGM	RGM
spire_mag_02520786	spire_mag_00873124	78.6204	436	1629	RGM	FSM
spire_mag_02520786	spire_mag_01678249	78.5673	530	1629	RGM	SGM
spire_mag_02520786	spire_mag_01679848	78.5326	525	1629	RGM	SGM
spire_mag_02520786	spire_mag_01680964	78.5112	534	1629	RGM	SGM
spire_mag_02520786	spire_mag_02088284	78.4525	449	1629	RGM	FSM
spire_mag_02520786	spire_mag_02088418	78.3951	467	1629	RGM	FSM
spire_mag_00825292	spire_mag_02520786	94.6989	1369	1845	RGM	RGM
spire_mag_00825292	spire_mag_01586430	81.2936	922	1845	RGM	RGM
spire_mag_00825292	spire_mag_01586673	81.2636	917	1845	RGM	RGM
spire_mag_00825292	spire_mag_02519404	80.2263	816	1845	RGM	RGM
spire_mag_00825292	spire_mag_02294715	80.0997	834	1845	RGM	RGM
spire_mag_00825292	spire_mag_02307626	80.0639	821	1845	RGM	RGM
spire_mag_00825292	spire_mag_02296681	80.0227	823	1845	RGM	RGM
spire_mag_00825292	spire_mag_02299450	79.9964	794	1845	RGM	RGM
spire_mag_00825292	spire_mag_02298516	79.9618	836	1845	RGM	RGM
spire_mag_00825292	spire_mag_01112767	79.7661	532	1845	RGM	FSM
spire_mag_00825292	spire_mag_01882647	79.5649	554	1845	RGM	FSM
spire_mag_00825292	spire_mag_01753708	79.5029	539	1845	RGM	FSM
spire_mag_00825292	spire_mag_02087828	79.4827	601	1845	RGM	FSM
spire_mag_00825292	spire_mag_02100063	79.3746	546	1845	RGM	FSM
spire_mag_00825292	spire_mag_02088287	79.3676	605	1845	RGM	FSM
spire_mag_00825292	spire_mag_02088330	79.3617	603	1845	RGM	FSM
spire_mag_00825292	spire_mag_01733412	79.2593	705	1845	RGM	SGM
spire_mag_00825292	spire_mag_01823769	79.1793	668	1845	RGM	SGM
spire_mag_00825292	spire_mag_02598702	79.0291	602	1845	RGM	SGM
spire_mag_00825292	spire_mag_00493620	78.7845	683	1845	RGM	RGM
spire_mag_00825292	spire_mag_00492514	78.7274	688	1845	RGM	RGM
spire_mag_00825292	spire_mag_01679848	78.6927	553	1845	RGM	SGM
spire_mag_00825292	spire_mag_02001409	78.6313	596	1845	RGM	SGM
spire_mag_00825292	spire_mag_01678249	78.5671	562	1845	RGM	SGM
spire_mag_00825292	spire_mag_00873124	78.5667	466	1845	RGM	FSM
spire_mag_00825292	spire_mag_00709062	78.5494	447	1845	RGM	SGM
spire_mag_00825292	spire_mag_01680964	78.5257	562	1845	RGM	SGM
spire_mag_00825292	spire_mag_00874439	78.508	464	1845	RGM	FSM
spire_mag_00825292	spire_mag_02088418	78.4919	471	1845	RGM	FSM
spire_mag_00825292	spire_mag_02088284	78.3909	476	1845	RGM	FSM
spire_mag_00825292	spire_mag_01822855	78.3891	463	1845	RGM	FSM
spire_mag_01586430	spire_mag_01586673	99.7414	1625	1807	RGM	RGM
spire_mag_01586430	spire_mag_02520786	81.1698	879	1807	RGM	RGM
spire_mag_01586430	spire_mag_00825292	81.1572	932	1807	RGM	RGM
spire_mag_01586430	spire_mag_02298516	80.8807	970	1807	RGM	RGM
spire_mag_01586430	spire_mag_02294715	80.8566	1004	1807	RGM	RGM
spire_mag_01586430	spire_mag_02307626	80.8489	996	1807	RGM	RGM
spire_mag_01586430	spire_mag_02296681	80.8262	1000	1807	RGM	RGM
spire_mag_01586430	spire_mag_02299450	80.8181	944	1807	RGM	RGM
spire_mag_01586430	spire_mag_02519404	80.5959	916	1807	RGM	RGM
spire_mag_01586430	spire_mag_01112767	79.918	556	1807	RGM	FSM
spire_mag_01586430	spire_mag_02088330	79.6859	637	1807	RGM	FSM
spire_mag_01586430	spire_mag_02088287	79.6849	626	1807	RGM	FSM
spire_mag_01586430	spire_mag_02087828	79.6735	644	1807	RGM	FSM
spire_mag_01586430	spire_mag_01882647	79.5961	593	1807	RGM	FSM
spire_mag_01586430	spire_mag_02598702	79.5938	708	1807	RGM	SGM
spire_mag_01586430	spire_mag_02100063	79.4341	583	1807	RGM	FSM
spire_mag_01586430	spire_mag_01753708	79.4262	574	1807	RGM	FSM
spire_mag_01586430	spire_mag_01823769	79.3353	728	1807	RGM	SGM
spire_mag_01586430	spire_mag_01733412	79.1917	793	1807	RGM	SGM
spire_mag_01586430	spire_mag_02001409	79.1559	679	1807	RGM	SGM
spire_mag_01586430	spire_mag_00492514	79.0282	867	1807	RGM	RGM
spire_mag_01586430	spire_mag_00493620	79.0059	878	1807	RGM	RGM
spire_mag_01586430	spire_mag_01680964	78.836	603	1807	RGM	SGM
spire_mag_01586430	spire_mag_01678249	78.8073	611	1807	RGM	SGM
spire_mag_01586430	spire_mag_01679848	78.767	614	1807	RGM	SGM
spire_mag_01586430	spire_mag_00874439	78.653	477	1807	RGM	FSM
spire_mag_01586430	spire_mag_00873124	78.6442	485	1807	RGM	FSM
spire_mag_01586430	spire_mag_02088284	78.3608	508	1807	RGM	FSM
spire_mag_01586430	spire_mag_01822855	78.237	494	1807	RGM	FSM
spire_mag_01586430	spire_mag_00709062	78.2004	490	1807	RGM	SGM
spire_mag_01586430	spire_mag_02088418	78.113	518	1807	RGM	FSM
spire_mag_01586673	spire_mag_01586430	99.7965	1617	1737	RGM	RGM
spire_mag_01586673	spire_mag_00825292	81.1171	924	1737	RGM	RGM
spire_mag_01586673	spire_mag_02520786	81.0587	903	1737	RGM	RGM
spire_mag_01586673	spire_mag_02294715	80.7482	996	1737	RGM	RGM
spire_mag_01586673	spire_mag_02307626	80.7301	987	1737	RGM	RGM
spire_mag_01586673	spire_mag_02298516	80.7267	978	1737	RGM	RGM
spire_mag_01586673	spire_mag_02299450	80.6974	952	1737	RGM	RGM
spire_mag_01586673	spire_mag_02296681	80.6969	985	1737	RGM	RGM
spire_mag_01586673	spire_mag_02519404	80.6371	889	1737	RGM	RGM
spire_mag_01586673	spire_mag_02088330	79.7382	599	1737	RGM	FSM
spire_mag_01586673	spire_mag_02088287	79.693	596	1737	RGM	FSM
spire_mag_01586673	spire_mag_01112767	79.6249	575	1737	RGM	FSM
spire_mag_01586673	spire_mag_02087828	79.5778	628	1737	RGM	FSM
spire_mag_01586673	spire_mag_02598702	79.5284	697	1737	RGM	SGM
spire_mag_01586673	spire_mag_01882647	79.4371	594	1737	RGM	FSM
spire_mag_01586673	spire_mag_01823769	79.4049	709	1737	RGM	SGM
spire_mag_01586673	spire_mag_02100063	79.3991	561	1737	RGM	FSM
spire_mag_01586673	spire_mag_01753708	79.3544	558	1737	RGM	FSM
spire_mag_01586673	spire_mag_00493620	79.0392	853	1737	RGM	RGM
spire_mag_01586673	spire_mag_01733412	79.0276	789	1737	RGM	SGM
spire_mag_01586673	spire_mag_00492514	79.0095	839	1737	RGM	RGM
spire_mag_01586673	spire_mag_02001409	78.8958	677	1737	RGM	SGM
spire_mag_01586673	spire_mag_01679848	78.7032	604	1737	RGM	SGM
spire_mag_01586673	spire_mag_01678249	78.676	610	1737	RGM	SGM
spire_mag_01586673	spire_mag_01680964	78.6665	615	1737	RGM	SGM
spire_mag_01586673	spire_mag_00874439	78.5573	471	1737	RGM	FSM
spire_mag_01586673	spire_mag_00873124	78.5005	475	1737	RGM	FSM
spire_mag_01586673	spire_mag_02088284	78.3416	496	1737	RGM	FSM
spire_mag_01586673	spire_mag_02088418	78.208	492	1737	RGM	FSM
spire_mag_01586673	spire_mag_00709062	78.1832	461	1737	RGM	SGM
spire_mag_01586673	spire_mag_01822855	78.1279	473	1737	RGM	FSM
spire_mag_02299450	spire_mag_02296681	99.8901	1760	1885	RGM	RGM
spire_mag_02299450	spire_mag_02307626	99.8668	1746	1885	RGM	RGM
spire_mag_02299450	spire_mag_02294715	99.8559	1754	1885	RGM	RGM
spire_mag_02299450	spire_mag_02298516	99.8131	1739	1885	RGM	RGM
spire_mag_02299450	spire_mag_01586430	80.8671	929	1885	RGM	RGM
spire_mag_02299450	spire_mag_01586673	80.8596	922	1885	RGM	RGM
spire_mag_02299450	spire_mag_02520786	79.9879	767	1885	RGM	RGM
spire_mag_02299450	spire_mag_00825292	79.9003	805	1885	RGM	RGM
spire_mag_02299450	spire_mag_02519404	79.4169	744	1885	RGM	RGM
spire_mag_02299450	spire_mag_02088330	79.129	499	1885	RGM	FSM
spire_mag_02299450	spire_mag_02087828	79.0571	504	1885	RGM	FSM
spire_mag_02299450	spire_mag_02088287	78.9626	508	1885	RGM	FSM
spire_mag_02299450	spire_mag_01112767	78.8419	474	1885	RGM	FSM
spire_mag_02299450	spire_mag_01882647	78.6428	502	1885	RGM	FSM
spire_mag_02299450	spire_mag_02598702	78.6293	580	1885	RGM	SGM
spire_mag_02299450	spire_mag_02100063	78.529	483	1885	RGM	FSM
spire_mag_02299450	spire_mag_00493620	78.4462	682	1885	RGM	RGM
spire_mag_02299450	spire_mag_00492514	78.4221	683	1885	RGM	RGM
spire_mag_02299450	spire_mag_01823769	78.4114	590	1885	RGM	SGM
spire_mag_02299450	spire_mag_01753708	78.3503	487	1885	RGM	FSM
spire_mag_02299450	spire_mag_01733412	78.3477	635	1885	RGM	SGM
spire_mag_02299450	spire_mag_01678249	78.1819	465	1885	RGM	SGM
spire_mag_02299450	spire_mag_01680964	78.1595	477	1885	RGM	SGM
spire_mag_02299450	spire_mag_00709062	78.0676	365	1885	RGM	SGM
spire_mag_02299450	spire_mag_01679848	78.0464	481	1885	RGM	SGM
spire_mag_02299450	spire_mag_00874439	78.0277	406	1885	RGM	FSM
spire_mag_02299450	spire_mag_00873124	78.0231	411	1885	RGM	FSM
spire_mag_02299450	spire_mag_02001409	77.9815	543	1885	RGM	SGM
spire_mag_02299450	spire_mag_01822855	77.9344	397	1885	RGM	FSM
spire_mag_02299450	spire_mag_02088284	77.8726	429	1885	RGM	FSM
spire_mag_02299450	spire_mag_02088418	77.7144	430	1885	RGM	FSM
spire_mag_02298516	spire_mag_02294715	99.9486	1845	1937	RGM	RGM
spire_mag_02298516	spire_mag_02307626	99.9228	1843	1937	RGM	RGM
spire_mag_02298516	spire_mag_02296681	99.9041	1808	1937	RGM	RGM
spire_mag_02298516	spire_mag_02299450	99.797	1733	1937	RGM	RGM
spire_mag_02298516	spire_mag_01586430	80.9468	957	1937	RGM	RGM
spire_mag_02298516	spire_mag_01586673	80.8299	955	1937	RGM	RGM
spire_mag_02298516	spire_mag_02520786	79.9653	796	1937	RGM	RGM
spire_mag_02298516	spire_mag_00825292	79.9225	839	1937	RGM	RGM
spire_mag_02298516	spire_mag_02519404	79.398	752	1937	RGM	RGM
spire_mag_02298516	spire_mag_02088330	79.1131	537	1937	RGM	FSM
spire_mag_02298516	spire_mag_02088287	79.0613	532	1937	RGM	FSM
spire_mag_02298516	spire_mag_02087828	79.0078	558	1937	RGM	FSM
spire_mag_02298516	spire_mag_01112767	78.9607	490	1937	RGM	FSM
spire_mag_02298516	spire_mag_01882647	78.868	515	1937	RGM	FSM
spire_mag_02298516	spire_mag_02100063	78.6904	507	1937	RGM	FSM
spire_mag_02298516	spire_mag_02598702	78.6076	617	1937	RGM	SGM
spire_mag_02298516	spire_mag_01753708	78.5869	514	1937	RGM	FSM
spire_mag_02298516	spire_mag_01823769	78.5266	603	1937	RGM	SGM
spire_mag_02298516	spire_mag_01733412	78.4672	673	1937	RGM	SGM
spire_mag_02298516	spire_mag_00493620	78.3826	725	1937	RGM	RGM
spire_mag_02298516	spire_mag_00492514	78.3119	728	1937	RGM	RGM
spire_mag_02298516	spire_mag_00873124	78.3014	426	1937	RGM	FSM
spire_mag_02298516	spire_mag_00874439	78.2696	419	1937	RGM	FSM
spire_mag_02298516	spire_mag_01680964	78.1921	494	1937	RGM	SGM
spire_mag_02298516	spire_mag_02001409	78.143	568	1937	RGM	SGM
spire_mag_02298516	spire_mag_01678249	78.1071	497	1937	RGM	SGM
spire_mag_02298516	spire_mag_01679848	78.0961	495	1937	RGM	SGM
spire_mag_02298516	spire_mag_00709062	78.0627	388	1937	RGM	SGM
spire_mag_02298516	spire_mag_02088284	77.8902	447	1937	RGM	FSM
spire_mag_02298516	spire_mag_01822855	77.8506	423	1937	RGM	FSM
spire_mag_02298516	spire_mag_02088418	77.7342	451	1937	RGM	FSM
spire_mag_02307626	spire_mag_02294715	99.9518	1845	1961	RGM	RGM
spire_mag_02307626	spire_mag_02298516	99.9345	1832	1961	RGM	RGM
spire_mag_02307626	spire_mag_02296681	99.921	1825	1961	RGM	RGM
spire_mag_02307626	spire_mag_02299450	99.8406	1736	1961	RGM	RGM
spire_mag_02307626	spire_mag_01586430	80.8722	967	1961	RGM	RGM
spire_mag_02307626	spire_mag_01586673	80.8032	961	1961	RGM	RGM
spire_mag_02307626	spire_mag_02520786	80.0497	803	1961	RGM	RGM
spire_mag_02307626	spire_mag_00825292	79.8652	856	1961	RGM	RGM
spire_mag_02307626	spire_mag_02519404	79.4994	754	1961	RGM	RGM
spire_mag_02307626	spire_mag_02088330	79.1625	521	1961	RGM	FSM
spire_mag_02307626	spire_mag_02088287	79.1115	528	1961	RGM	FSM
spire_mag_02307626	spire_mag_02087828	79.1077	531	1961	RGM	FSM
spire_mag_02307626	spire_mag_01112767	79.0321	485	1961	RGM	FSM
spire_mag_02307626	spire_mag_02100063	78.7505	499	1961	RGM	FSM
spire_mag_02307626	spire_mag_02598702	78.7307	595	1961	RGM	SGM
spire_mag_02307626	spire_mag_01882647	78.7123	507	1961	RGM	FSM
spire_mag_02307626	spire_mag_01753708	78.6478	507	1961	RGM	FSM
spire_mag_02307626	spire_mag_01733412	78.5696	657	1961	RGM	SGM
spire_mag_02307626	spire_mag_01823769	78.4753	612	1961	RGM	SGM
spire_mag_02307626	spire_mag_00493620	78.4688	712	1961	RGM	RGM
spire_mag_02307626	spire_mag_00492514	78.3444	722	1961	RGM	RGM
spire_mag_02307626	spire_mag_00873124	78.3338	418	1961	RGM	FSM
spire_mag_02307626	spire_mag_00874439	78.3241	411	1961	RGM	FSM
spire_mag_02307626	spire_mag_01680964	78.2769	501	1961	RGM	SGM
spire_mag_02307626	spire_mag_01678249	78.2745	486	1961	RGM	SGM
spire_mag_02307626	spire_mag_02001409	78.2722	552	1961	RGM	SGM
spire_mag_02307626	spire_mag_01679848	78.1597	496	1961	RGM	SGM
spire_mag_02307626	spire_mag_00709062	78.1129	373	1961	RGM	SGM
spire_mag_02307626	spire_mag_02088284	78.0221	430	1961	RGM	FSM
spire_mag_02307626	spire_mag_01822855	78.0054	416	1961	RGM	FSM
spire_mag_02307626	spire_mag_02088418	77.8827	439	1961	RGM	FSM
spire_mag_02296681	spire_mag_02294715	99.9375	1829	1918	RGM	RGM
spire_mag_02296681	spire_mag_02298516	99.9137	1810	1918	RGM	RGM
spire_mag_02296681	spire_mag_02307626	99.9093	1835	1918	RGM	RGM
spire_mag_02296681	spire_mag_02299450	99.828	1748	1918	RGM	RGM
spire_mag_02296681	spire_mag_01586430	80.8869	986	1918	RGM	RGM
spire_mag_02296681	spire_mag_01586673	80.8843	959	1918	RGM	RGM
spire_mag_02296681	spire_mag_02520786	80.0652	794	1918	RGM	RGM
spire_mag_02296681	spire_mag_00825292	80.0053	831	1918	RGM	RGM
spire_mag_02296681	spire_mag_02519404	79.4547	764	1918	RGM	RGM
spire_mag_02296681	spire_mag_02088287	79.0986	528	1918	RGM	FSM
spire_mag_02296681	spire_mag_02088330	79.0492	531	1918	RGM	FSM
spire_mag_02296681	spire_mag_02087828	78.9695	544	1918	RGM	FSM
spire_mag_02296681	spire_mag_01112767	78.946	483	1918	RGM	FSM
spire_mag_02296681	spire_mag_01882647	78.7671	512	1918	RGM	FSM
spire_mag_02296681	spire_mag_02598702	78.6472	603	1918	RGM	SGM
spire_mag_02296681	spire_mag_02100063	78.6439	508	1918	RGM	FSM
spire_mag_02296681	spire_mag_00493620	78.5801	705	1918	RGM	RGM
spire_mag_02296681	spire_mag_01753708	78.5768	509	1918	RGM	FSM
spire_mag_02296681	spire_mag_01823769	78.5101	607	1918	RGM	SGM
spire_mag_02296681	spire_mag_00492514	78.4687	724	1918	RGM	RGM
spire_mag_02296681	spire_mag_01733412	78.4578	670	1918	RGM	SGM
spire_mag_02296681	spire_mag_00874439	78.252	414	1918	RGM	FSM
spire_mag_02296681	spire_mag_00873124	78.2507	425	1918	RGM	FSM
spire_mag_02296681	spire_mag_02001409	78.1924	562	1918	RGM	SGM
spire_mag_02296681	spire_mag_01680964	78.1291	507	1918	RGM	SGM
spire_mag_02296681	spire_mag_01678249	78.1168	500	1918	RGM	SGM
spire_mag_02296681	spire_mag_01679848	78.0888	498	1918	RGM	SGM
spire_mag_02296681	spire_mag_01822855	78.0086	423	1918	RGM	FSM
spire_mag_02296681	spire_mag_00709062	78.005	385	1918	RGM	SGM
spire_mag_02296681	spire_mag_02088284	77.9675	428	1918	RGM	FSM
spire_mag_02296681	spire_mag_02088418	77.892	443	1918	RGM	FSM
spire_mag_00492514	spire_mag_00493620	99.0159	2294	2539	RGM	RGM
spire_mag_00492514	spire_mag_01586673	78.9405	865	2539	RGM	RGM
spire_mag_00492514	spire_mag_01586430	78.93	865	2539	RGM	RGM
spire_mag_00492514	spire_mag_00825292	78.6231	699	2539	RGM	RGM
spire_mag_00492514	spire_mag_02520786	78.5838	666	2539	RGM	RGM
spire_mag_00492514	spire_mag_02519404	78.427	711	2539	RGM	RGM
spire_mag_00492514	spire_mag_02296681	78.3766	738	2539	RGM	RGM
spire_mag_00492514	spire_mag_02298516	78.3761	732	2539	RGM	RGM
spire_mag_00492514	spire_mag_02294715	78.3662	734	2539	RGM	RGM
spire_mag_00492514	spire_mag_02307626	78.3617	734	2539	RGM	RGM
spire_mag_00492514	spire_mag_02299450	78.3485	711	2539	RGM	RGM
spire_mag_00492514	spire_mag_01112767	78.0863	404	2539	RGM	FSM
spire_mag_00492514	spire_mag_02598702	77.9998	539	2539	RGM	SGM
spire_mag_00492514	spire_mag_01823769	77.8858	544	2539	RGM	SGM
spire_mag_00492514	spire_mag_01882647	77.8366	406	2539	RGM	FSM
spire_mag_00492514	spire_mag_02100063	77.7532	387	2539	RGM	FSM
spire_mag_00492514	spire_mag_01753708	77.6667	387	2539	RGM	FSM
spire_mag_00492514	spire_mag_02087828	77.6652	412	2539	RGM	FSM
spire_mag_00492514	spire_mag_02088330	77.659	413	2539	RGM	FSM
spire_mag_00492514	spire_mag_02088287	77.6379	416	2539	RGM	FSM
spire_mag_00492514	spire_mag_01679848	77.6181	453	2539	RGM	SGM
spire_mag_00492514	spire_mag_01733412	77.5601	598	2539	RGM	SGM
spire_mag_00492514	spire_mag_01678249	77.5456	447	2539	RGM	SGM
spire_mag_00492514	spire_mag_01822855	77.479	331	2539	RGM	FSM
spire_mag_00492514	spire_mag_01680964	77.4309	465	2539	RGM	SGM
spire_mag_00492514	spire_mag_00874439	77.4251	352	2539	RGM	FSM
spire_mag_00492514	spire_mag_00873124	77.3477	362	2539	RGM	FSM
spire_mag_00492514	spire_mag_02001409	77.2949	492	2539	RGM	SGM
spire_mag_00492514	spire_mag_02088284	77.2095	322	2539	RGM	FSM
spire_mag_00492514	spire_mag_02088418	77.1109	304	2539	RGM	FSM
spire_mag_00492514	spire_mag_00709062	77.012	299	2539	RGM	SGM
spire_mag_00493620	spire_mag_00492514	98.998	2282	2431	RGM	RGM
spire_mag_00493620	spire_mag_01586673	79.1167	850	2431	RGM	RGM
spire_mag_00493620	spire_mag_01586430	79.0377	865	2431	RGM	RGM
spire_mag_00493620	spire_mag_00825292	78.6142	702	2431	RGM	RGM
spire_mag_00493620	spire_mag_02520786	78.57	670	2431	RGM	RGM
spire_mag_00493620	spire_mag_02294715	78.4884	718	2431	RGM	RGM
spire_mag_00493620	spire_mag_02307626	78.4832	718	2431	RGM	RGM
spire_mag_00493620	spire_mag_02298516	78.4726	708	2431	RGM	RGM
spire_mag_00493620	spire_mag_02519404	78.4661	715	2431	RGM	RGM
spire_mag_00493620	spire_mag_02296681	78.4356	718	2431	RGM	RGM
spire_mag_00493620	spire_mag_02299450	78.3808	695	2431	RGM	RGM
spire_mag_00493620	spire_mag_02598702	78.0401	542	2431	RGM	SGM
spire_mag_00493620	spire_mag_01112767	77.9879	417	2431	RGM	FSM
spire_mag_00493620	spire_mag_01882647	77.8416	413	2431	RGM	FSM
spire_mag_00493620	spire_mag_01823769	77.8253	551	2431	RGM	SGM
spire_mag_00493620	spire_mag_02100063	77.8156	385	2431	RGM	FSM
spire_mag_00493620	spire_mag_01753708	77.7447	387	2431	RGM	FSM
spire_mag_00493620	spire_mag_02088287	77.7294	403	2431	RGM	FSM
spire_mag_00493620	spire_mag_01679848	77.7132	448	2431	RGM	SGM
spire_mag_00493620	spire_mag_02088330	77.6813	393	2431	RGM	FSM
spire_mag_00493620	spire_mag_02087828	77.6562	418	2431	RGM	FSM
spire_mag_00493620	spire_mag_01733412	77.5929	591	2431	RGM	SGM
spire_mag_00493620	spire_mag_00874439	77.59	336	2431	RGM	FSM
spire_mag_00493620	spire_mag_01678249	77.5222	458	2431	RGM	SGM
spire_mag_00493620	spire_mag_00873124	77.4886	343	2431	RGM	FSM
spire_mag_00493620	spire_mag_01680964	77.4554	463	2431	RGM	SGM
spire_mag_00493620	spire_mag_01822855	77.4476	326	2431	RGM	FSM
spire_mag_00493620	spire_mag_02001409	77.3642	468	2431	RGM	SGM
spire_mag_00493620	spire_mag_02088284	77.1907	318	2431	RGM	FSM
spire_mag_00493620	spire_mag_00709062	77.0246	300	2431	RGM	SGM
spire_mag_00493620	spire_mag_02088418	77.024	320	2431	RGM	FSM
spire_mag_02294715	spire_mag_02307626	99.9364	1853	1926	RGM	RGM
spire_mag_02294715	spire_mag_02298516	99.9362	1828	1926	RGM	RGM
spire_mag_02294715	spire_mag_02296681	99.9101	1822	1926	RGM	RGM
spire_mag_02294715	spire_mag_02299450	99.8461	1731	1926	RGM	RGM
spire_mag_02294715	spire_mag_01586430	80.9289	976	1926	RGM	RGM
spire_mag_02294715	spire_mag_01586673	80.9275	952	1926	RGM	RGM
spire_mag_02294715	spire_mag_02520786	80.0759	804	1926	RGM	RGM
spire_mag_02294715	spire_mag_00825292	79.9864	861	1926	RGM	RGM
spire_mag_02294715	spire_mag_02519404	79.4821	770	1926	RGM	RGM
spire_mag_02294715	spire_mag_02088330	79.1578	526	1926	RGM	FSM
spire_mag_02294715	spire_mag_02087828	79.0645	544	1926	RGM	FSM
spire_mag_02294715	spire_mag_02088287	79.047	539	1926	RGM	FSM
spire_mag_02294715	spire_mag_01112767	79.019	497	1926	RGM	FSM
spire_mag_02294715	spire_mag_01882647	78.9166	514	1926	RGM	FSM
spire_mag_02294715	spire_mag_02100063	78.7936	508	1926	RGM	FSM
spire_mag_02294715	spire_mag_02598702	78.7204	614	1926	RGM	SGM
spire_mag_02294715	spire_mag_00493620	78.623	709	1926	RGM	RGM
spire_mag_02294715	spire_mag_01753708	78.6224	515	1926	RGM	FSM
spire_mag_02294715	spire_mag_01733412	78.5557	678	1926	RGM	SGM
spire_mag_02294715	spire_mag_01823769	78.4836	620	1926	RGM	SGM
spire_mag_02294715	spire_mag_00492514	78.4506	730	1926	RGM	RGM
spire_mag_02294715	spire_mag_00873124	78.2395	426	1926	RGM	FSM
spire_mag_02294715	spire_mag_00874439	78.2309	420	1926	RGM	FSM
spire_mag_02294715	spire_mag_02001409	78.2174	565	1926	RGM	SGM
spire_mag_02294715	spire_mag_02088284	78.0894	443	1926	RGM	FSM
